fname,itp,tp_prob,its,ts_prob
CM_PRA_00_HHE_100_2020081006325999.mseed_0,[],[],[],[]
CM_PIRM_00_HHE_100_2020081006330000.mseed_0,[],[],[],[]
CM_CVER_00_HHE_100_2020081006330000.mseed_0,[],[],[],[]
CM_TAPM_00_HHE_100_2020081006330000.mseed_0,[],[],[],[]
CM_GARC_00_HHE_100_2020081006325999.mseed_0,[],[],[43],[ 0.41284478]
CM_URMC_00_HHE_100_2020081006325999.mseed_0,[],[],[],[]
CM_BELO_00_HHE_100_2020081006330000.mseed_0,[],[],[],[]
CM_CHI_00_HHE_100_2020081006325999.mseed_0,[],[],[],[]
CM_URMC_00_HHE_100_2020081006325999.mseed_3000,[],[],[],[]
CM_PRA_00_HHE_100_2020081006325999.mseed_3000,[],[],[],[]
CM_CVER_00_HHE_100_2020081006330000.mseed_3000,[],[],[],[]
CM_TAPM_00_HHE_100_2020081006330000.mseed_3000,[],[],[],[]
CM_PIRM_00_HHE_100_2020081006330000.mseed_3000,[],[],[],[]
CM_CHI_00_HHE_100_2020081006325999.mseed_3000,[],[],[],[]
CM_URMC_00_HHE_100_2020081006325999.mseed_6000,[],[],[],[]
CM_BELO_00_HHE_100_2020081006330000.mseed_3000,[],[],[207],[ 0.36724764]
CM_GARC_00_HHE_100_2020081006325999.mseed_3000,[],[],[],[]
CM_PRA_00_HHE_100_2020081006325999.mseed_6000,[],[],[],[]
CM_PRA_00_HHE_100_2020081006325999.mseed_9000,[2773],[ 0.95749784],[],[]
CM_PIRM_00_HHE_100_2020081006330000.mseed_6000,[],[],[],[]
CM_GARC_00_HHE_100_2020081006325999.mseed_6000,[958],[ 0.34121472],[1041],[ 0.6517199]
CM_GARC_00_HHE_100_2020081006325999.mseed_9000,[],[],[],[]
CM_TAPM_00_HHE_100_2020081006330000.mseed_6000,[],[],[],[]
CM_BELO_00_HHE_100_2020081006330000.mseed_6000,[],[],[],[]
CM_CVER_00_HHE_100_2020081006330000.mseed_6000,[],[],[],[]
CM_URMC_00_HHE_100_2020081006325999.mseed_9000,[1857],[ 0.98139715],[2205],[ 0.85177445]
CM_CHI_00_HHE_100_2020081006325999.mseed_6000,[],[],[],[]
